,24-65,M 24-65,W 24-65
logwage,3.1398741784692277,3.213951161536889,3.051038394449675
lths,0.05267020565439985,0.06447895088133436,0.03850873339839033
college,0.4281089575596892,0.39596112065418027,0.4666618005315068
educ,14.222533303373853,13.99436432419706,14.496161754678322
exp,22.388056463820742,22.46136421782956,22.300143166971882
exp2,645.6628934840526,647.0055244780457,644.0527620766989
sample_size,120172.0,61309.0,58863.0
