,24-65,M 24-65,W 24-65
logwage,2.863519389895653,3.0197739677943605,2.6129454597015105
lths,0.19259589703909102,0.20681724310759356,0.1697901743207066
college,0.23382801063621186,0.2526468648719343,0.2036496035072183
educ,12.828993020300869,12.856181493846476,12.78539287261931
exp,21.104537426900738,21.10552591822783,21.102952256340473
exp2,599.5956791374872,600.111284036183,598.7688416289154
sample_size,128635.0,73177.0,55458.0
